21926735,1,0
715302475,1,0
17242372,0,0
828301104,1.5,0.5
414439192,1,0
55475724,0,0
29304837,0,0
147869891,0.5,1
270188434,0,0
576222964,0.5,2.5
318697983,0,0
193469551,0,0
123138210,0,0
249320924,1.5,1
594023196,0,1
333216058,1.5,0
304250899,0,0
30425501,0,0
232376395,0.5,0
405543895,1,0.5
272785623,3,0
380765497,2,1
280230854,1.5,0
19059809,0,1
111666189,0,0
184930007,0,0.5
403873757,0,0
530871673,0,1
159904867,1.5,0
15395631,0,1.0
15486118,0,0
591266632,0.5,0
44087978,0,0
441531846,0,0
264902450,0.5,0
162492172,1,0
369260029,0,0
70909521,0,0
61998666,1.5,0
230289814,2,1
29951860,0,1
520945072,0,0.5
101014684,2.0,0
62417515,1,1
256806620,0.5,0
79280117,0,0
161479186,1,0
522032801,0,0
308135765,0,0
44205483,0,0
20474878,0,0
204432926,1,0
20096243,1,0
807198307,0,0
11432532,0,0.5
18641182,0,0
228908563,0,0
708430520,1.5,0
342075052,0.5,1.0
98698160,1,0
212457855,1,0.5
23096449,1,1
51199866,0,0
104141401,0,0.5
47739778,0,2
73631536,1.5,0
151698228,0.5,1
415926630,0.5,0
151504359,1,1
488003846,0,0
28733969,0.5,0
16038311,0,0.5
278137824,0,0
352499479,0,0.5
313479710,0,0
865739299,0,0
333141377,0,2
18201754,1,0
824159214,0.5,1
523067815,3.0,0
251878123,0,0.5
61408528,0,0
85841896,0,0
48972177,0,0
211343635,0,1.5
222105018,2.5,0
59952577,0,1
626915136,0.5,0
35927755,0.5,1
170914578,0,0
29400592,0,0
295025939,0.5,0
377060725,0.5,1
555411690,0,0
386334480,0,0
288893879,1,1.5
268235693,1,1.5
17831767,1,2
19750789,1.0,0
191608418,0,0
545210182,0,0.5
125434609,0.5,0.5
278055468,0.5,0.5
417271044,0,0
389086484,0,0
539264231,1,0.5
34132746,0,1.5
181868074,1,0
13236772,0,1
377563693,1,0.5
151316101,1.5,0.5
333304225,0,0
19817095,0,0
19470166,1,0
162093803,0,1.5
37188908,0.5,1
274678116,1,1
76782405,0,0
35891146,1.5,0
9234172,0.5,0.5
15727981,1.0,0
579741578,0,1
50438953,0,0
353806802,0.5,0
95840806,0.5,2
502177948,2,0
26007785,1,1
73524592,1.0,1
62342496,0.5,1
259060761,0.5,0
134867509,0,0
226661401,0,0
14451152,0.5,0
39185755,3.0,1
53300334,0.5,0
64889506,0,0
620590484,0,0
18709732,0,2
62938142,0.5,0
21812940,0.5,0
74651244,0,0.5
528286123,1.5,0
47060174,0,0.5
110210484,0,0
27226611,1.5,0
38412163,0,1.0
21355920,0,0
162904928,0,0
44736315,1,0.5
210721816,1,1
331411982,0,0.5
64351004,2,0
24060437,0.5,0
209287637,0,0
199344427,0,0
156399860,0,0
159113544,2,0
578222481,0,0
53308140,0,0
876576476,1,0.5
342152369,1.0,0
26176299,0,0
92859887,0.5,0
132371812,0,0
230752398,0,0
271948596,1,1.5
559416098,0,0
586902543,0,0.5
223400703,0,1.0
5435472,0.5,0
461583455,0,0
854794502,0,0
604674217,0,0
41524665,0,0
288690722,0,0.5
28998607,1,1.5
318958263,0,1.5
542605095,0,0.5
25217843,0.5,0
25859905,1,1
230555191,1,0
462308789,0,0
57756665,2,0
158546744,0.5,0
179508440,0,0
21328725,0,0
65675862,0,1
22695598,0,0.5
148181135,0,1
202119297,0,0
70525634,1,0
216085340,0,0
21650116,0.5,1
216269034,0,0.5
310159725,0,1
22644928,0.5,0
236901564,1,0.5
482858630,1.5,1
22502128,0,1.5
38781991,1,1
16246996,0.5,1
225928818,0,0
375423704,0,1.5
17653175,2,0
344858178,1,0
94588413,1.5,0
276151090,0,0
560809033,0,0
45722835,0,0
22042036,0,3.0
240966974,0,0
473804158,2.0,0
285847415,0,1
40165410,0,0.5
277392430,0,0
737552011,0,1
193767669,0,0
52439746,0.5,0
37009202,0,0
321128818,0,1
502454418,0,2.0
31197133,0,1.5
371918166,0,0.5
82125212,0,0
135950754,0,0
257193205,0,2.0
19696771,0,0.5
272805422,1,0
305042436,0,1
33797602,1.5,0
474588537,0,0
21864986,0,0
185099961,0,1.5
607080961,2,1.5
116860927,1,0.5
80938617,0.5,0
78842507,0,0
333951722,1.5,0
628912797,0,0
348159843,0,0
30607213,0,0.5
164789982,1.5,0
190115208,0,0
104470154,0,1.0
603625724,3.0,0
35143403,0,0
125250080,1,0
16337738,0,0.5
24614134,0,0
330681657,2.5,0
709958120,0,0
5499672,0,0.5
267368427,0,0.5
71413288,0,1
72724061,0,0
24151402,1.5,3
119992068,2.5,0
521487325,2.0,0
98772178,0,0
31203786,0,0
16210489,1,0
39340100,1.0,0
16156927,0,0
345065738,0,1
26242086,0,0
50497347,0,0.5
175281436,0,1
54756059,0.5,0.5
595294755,1.0,2
763168273,0.5,0
329748405,0,0
588746826,0,0
296996054,0,0.5
69386136,0.5,0.5
41056402,1,1
393657655,0,0
457564624,0,0
153628928,1.5,0.5
717070320,0,0
149596996,0,0.5
91838700,0,0
74772938,1,0
22085058,0.5,0
91641867,0,0
562192993,0,0.5
452593503,1,0
180065373,2.0,1
280597700,1,1
22670592,0,0
267382018,1,0.5
123282767,0.5,0
104413181,0,0.5
300666355,0,0.5
227000609,0,0
47805740,3,1
574228833,0,0
234184515,1,0
573860023,0,3.0
387173396,0,1.5
251766234,0.5,0
204817906,0,1.5
153576434,1,2
813444805,0,0.5
18210214,0,0.5
129093350,0,0
312002931,0,0
25962591,0,0.5
67821479,0,0
428057027,0.5,0.5
261423288,1,0
408985438,2,0.5
868810016,2,1
614313348,0,0.5
711169386,2,1
139872038,0.5,0
323297690,0,1
803769620,0,2
198706982,1,1.0
82330368,0,0
283210673,1,0
16921272,1,1
514921404,1,0
49219375,1,0
21067566,1,0
832499923,1,1
247951021,1.5,1.0
27004471,0.5,0
27446191,1.0,1.5
32946138,0,1
366341363,3.0,0
199629590,0,0
19462466,2,1.5
188091857,2,0.5
76129545,0,1
19354399,0,0.5
637172281,0,0.5
316873391,0,0
410115325,0.5,0
177271043,0,0
71621762,1,0
231455061,1.5,0
24631475,0,3
23339644,0,0.5
310619138,0.5,2.5
19643086,3,0
265251610,0,0
305444622,0.5,0.5
325376539,0.5,0
250650368,3,0
66151059,0,1.5
61108556,0.5,0
574698222,0,0.5
67071435,1.5,1.0
54025501,0,0
416444133,1,1
127083166,0,0
96871753,0,1.0
62169540,1,1
23746429,2.5,0
19092739,0,0.5
20059090,0.5,0
703352004,1,0
17679727,1,1
19006955,0,0.5
160085181,0,0.5
483741743,0.5,1
19746973,0,1.5
54473030,0.5,1
171971405,0.5,0
399290541,0,1
421166724,0,0
403825796,0,1
119173035,0,0.5
209682819,4.5,0
121517691,2.5,1
512403303,1,1
68880091,0,0
270638272,0,0
486477571,1,0.5
147899951,0,0
755346426,0,0
14849504,1,0
339989532,0,0
31219039,0,0
76118118,1,1
22730287,0,0
129710641,1,0
15421625,0,1.0
476485701,0,0
344222239,1,0
231973801,0.5,0
804531709,0,2
332474633,0,1.5
232130100,0,0
31115170,0,0
37725043,2.5,0
185915280,2,0
45391958,0,0.5
807637609,0,0
304206266,0,0
423000123,0,0.5
30715010,2,0
41680302,1,0
67440720,1.5,1.5
449174706,0,0.5
353369202,2,0
623133388,0,1
375296777,1.5,0.5
615453097,0,0.5
67319480,0,0
15659445,0,0
116079056,1,0
89382923,3.0,0
19683406,1,0
40380673,0.5,0
356790312,1.0,0
380448245,0.5,0
165005301,0,0
67006491,0,0
27736258,1,0
91965564,0.5,0
31366848,1.5,0
86817030,0.5,0
255775617,1,0
328760102,0,1
370920304,0,2
230343934,0,0
24034126,0,0.5
238871120,1.5,0
243793727,0.5,0
26666548,0,0
458885616,0,0.5
486162804,0,0
17747332,1,0
54218903,1,0
69865859,1.0,0
489523276,2,2.5
365550677,0,1.5
80301581,2,0
339121177,0,0
343476079,0,0.5
74995139,0,0
10722592,2,1
79545828,0,1
239151880,0,0
43598498,0.5,0
18713882,0.5,0
68768255,1,2
70407676,0,0
501144709,0,0.5
317401345,1,0.5
423660793,0,0.5
847726032,0,0
16794022,0.5,0
18655979,0,0
596224529,0.5,1
110323192,1,0
23610166,0,0
154554014,0.5,0
53443641,1,0
20245695,0,1.5
371334533,0,1.0
434665900,0,0
211743943,0.5,1
393748189,0.5,0
21515380,0,1
120487261,2,0
493093859,0,0
521025993,0,0
56793909,1,0
19343479,0,0
434722835,1,0
64454380,0.5,0.5
29854689,2,0
420726169,1,0
591624852,1,0
338000640,0,2
853095716,1,0
446623531,0,0
603137605,0,0
477030230,0,1
61730218,0,0
29100520,0,0
755824698,0,1
281984623,1.5,0
347909550,2,0
19288213,0,1
17656895,0,0
414465617,1,0
66953542,0.5,0.5
239606606,1,0
274190714,0.5,0
178017379,2,0
569331478,1,0
68470715,0,0
220043173,2,0
424921875,0,1
144382466,0,0
52105412,0.5,0
38590821,0,0
248366770,1,0
166006850,1,0
278424638,0,0
161372520,2,0
336684477,0,0.5
18855876,0,1
362119227,0.5,0
508769785,1,0
230991170,1.5,0
342293297,0,0
467855280,0,0.5
61834693,0,0
14299629,0,0
538335950,2,0
124496240,1,0
876652890,0,4.0
299120423,1,0.5
178605271,0,0
76609489,0,2
373098543,1,0
206932076,0,0
243798155,0,0
278292697,0,3
224532610,0,1
329695511,0,0
249671216,1,0
164134582,0,0
107244450,0,0
356752859,0,1
21911774,0,1
135550811,2,1.5
867322196,0,0
35275045,0,0
19888754,0,0
16409993,0.5,0
170407458,1.5,1
27777925,2.0,1
22667866,0.5,0
98897658,0,0.5
159534029,1,0
167170782,0,1
468071218,1,1.0
494442164,0,0.5
221497747,1,0
46463693,1,1
455994439,0,0
21978301,0,0.5
431679696,0,0
176973514,1,0
91995755,0,0.5
221573954,1,0
193410675,0,0
184882479,0,0
20024623,1.5,0
108815312,0,0
67628449,0,0
254488759,1,0
233458475,0,0
545917436,0,1.5
176519618,0,0
191241076,0,1.5
29837499,2,0
41699399,0,0
41476062,0,0
267185076,0,1
192047099,0,0
20192390,1.5,0
25985436,0,0
577410808,0.5,0.5
190625491,0,0
281672066,0,0.5
15098182,1,0
21310583,1.5,0
471475880,0.5,1
408055868,2,0
138176188,0.5,0
39481305,0.5,0
272170275,0,0
72874233,0,0
89386718,1,0
16818520,0.5,0
104850722,0.5,0
37877566,0,0
541528202,0,0
65851153,0,0
19565080,0,0
491149965,0,2
183027479,0.5,0
344236266,0,2
293329679,2,0
313039347,0,0
35304507,0,0
206061060,2,0
615699376,0,0
404848689,0.5,1.0
34613288,0,0
177039813,0,0
188283659,0,0
21613357,2.5,0
405447279,1.0,0.5
915807318,0,0
248436575,0,3.0
370131557,0,0
243290690,0.5,2
193180035,0.5,0
63959333,1.0,1
340174467,0,1
16916254,2.0,1
131744324,0,1.5
402214159,1,0
15408899,1.0,0
109775601,0,0.5
322293210,0,1
452701992,0.5,1
58830533,0,0
303242952,1,0
225442207,0,1
243903348,0,0
37614829,0,0
339055436,0,1
329137987,1,0
83212090,0,0.5
186289333,0,1
17064244,1,1
41979267,1,0
264905757,0,0
76165584,0,1
21783341,1,1
83752769,0,0
75791703,0,1
323487086,0.5,0
616133673,0,0.5
24480432,0,0
410981914,0,0
21772352,0,1
117067900,1,1
43850462,0,0
48757042,0.5,1
605480677,0.5,0
21597622,0,0
420139744,1,1
212430742,0.5,0
357608532,0,0
276217600,0,1
53002531,0,0
205150156,0.5,1.5
18007113,0,0.5
15191366,0,0
290888023,1,0
466440496,0.5,0
79893160,0,0
50909879,0,0
87417707,0,1.5
36929339,2,0
28896087,1,0
14675745,0,0
50960380,0,1
338100781,0.5,0
169968934,1,0
211726260,2,2
548550810,0,0
65534260,1,1.5
390547648,0,0
366166450,0,0
305096142,0,0
21718577,1,0
326705760,0,0.5
403652254,2,2
36105212,0,0
586222653,0,0
388333847,2,0
16725975,1,0
137645230,0,1
345375572,0.5,0.5
69938125,0,0
16480597,0,1
171618851,0,1
17786911,0,0
301500713,3.0,0
116235612,0,1.5
27551879,0,2
186473293,0,1
70900407,0,0
24144230,0.5,0.5
55650291,2,1
226681200,0,1
221401721,1,0
195126962,0,0
349857864,2,0
44060922,0,2
54243066,0,0.5
98129620,0,1
205888620,0,0
218318599,0,0
498214188,0,1
153617192,0,0
21983925,0,0
39665825,0,0
597700222,0,0
384264141,0,0
312145142,0,2.0
142250291,0,0
89051322,0,0
603082493,1.0,0
159297378,1,0
15684517,0,0
431312910,0.5,0
24076474,0,0
24604844,0,0
444352908,0,0
17104996,0,0
851443645,2,0
404186292,1,0
289689538,0.5,0
117503376,0,0
62407096,1,0
31602130,1,2
21425549,0,2.0
14888637,0,1
862520299,3.5,0
310001954,0,0
255607636,1.5,0
263618680,0,0
47618120,1,1
320387726,1.5,1
552590599,0,0.5
225988631,0,0
22204289,0,0
395151341,0,1
22399448,0,0
43577828,0,0
222054912,1,0
19394820,0,0
250398275,0,0
51264823,0,1
262278134,1,0
261761654,1,0.5
110748698,0,0
92151769,0,0
342501741,0,0
386815711,0.5,0
129954940,0,1
73171523,1.5,0
190686764,0,0
108885736,1,0
391763857,0,1
625196397,0,0
91571309,0,0
318531066,1.5,0
623514600,0,0.5
36042554,0,0
22876775,0.5,0
184258682,2,0
140503543,0,0
455298809,1,0
39394735,0,0
26569171,1,1
264819456,1,1.5
173099395,0,1
182034954,0,1.5
323360794,0,0
24670390,1.5,1.0
149967005,0,1
229497776,0.5,0
33791279,0,0.5
53978430,2,0
265712255,0,0
80718764,0,2.5
40743645,0,0.5
246107425,0.5,1.5
84462502,0,1.0
541329827,1,0
518003595,1.5,0
92786831,0,0
140897785,0,0.5
218615098,0,0
15770269,1,0.5
181409444,1,2
62513425,0,0
808260667,0.5,1
347311370,0,0
39773566,0.5,1
14168427,0.5,0.5
183024605,2,1
68659417,1.0,0
16426656,1,1
24325147,1.5,1
103433486,0,0
331286871,0,0
156899632,1.5,1
15794878,0.5,0.5
67846300,1,0.5
79898466,0,0
278721080,1,0
141250621,0,0
474544484,1.5,0
562379444,0.5,0
63848812,2.5,0
614281729,2,0
192794822,2.5,0
192978061,0,0
32750427,0,0.5
143622649,0.5,0
25388551,0.5,0
81823101,0,0
167635622,0.5,0
71777780,2,1
436118252,2,0
254178530,0,0
561445486,0,0
123705836,0,0
746111466,1,0.5
294173806,0.5,1.5
256331674,0,0
190178925,0,1.5
308882349,0,2.5
213263464,0,0
760682095,0,0.5
65887183,1,0
16394755,0,1
101319101,0,1
25806068,0,1
22513829,0.5,0
95442823,0.5,1
311840601,0,0
207216076,1,0
39592416,1.5,1
309325348,0,1
532382874,2.5,0
591042450,0,0.5
61711701,0,1
34191996,0,1.5
96603449,0,0
596992511,0,0
237367920,0,0
228261282,0.5,1
204793455,0,0
611119672,0.5,2
180660267,0,0
378916374,0,0.5
553159090,2.5,0
27121235,1,0
287957501,1.5,0.5
94839019,0,0
531945177,0,0.5
36071917,0,0
297031999,0,0
153232385,1,0.5
