429678410,2,0
330338880,1.5,0
45237019,0,0
193037082,1.5,0
181076588,0,0.5
233301126,0,1
321457017,0.5,0
530797204,0,0
158340584,0,0
246584437,0,0
71956193,0,0.5
789440826,0,1.0
761669990,1.0,0
433548733,0.5,0
389523544,0,0.5
615556404,0,1
52054279,0,1.5
456265125,0,2
41355770,0.5,1.5
242991180,0,1
470631649,0.5,0
97517311,0,0
45141160,0,0
2908301,0,0.5
54589293,0,0
300470590,0,2
274822947,0,1
48503350,0,0
14283914,1.5,1
27754737,0.5,0.5
19439991,0,0
114364601,1,0
17418812,1,1
218099054,0,0
304272738,0,2
217076971,0,1.0
756226422,3.5,0.5
269710686,0,0.5
550931802,0,1.5
860744922,0.5,0
594023196,1,0
48116677,0.5,1
54037230,0.5,0
393245941,0,0
260938531,0,1
58790613,0,0
43520633,1,0
490336698,0,0
538354811,0,0
75256857,0,1
102347012,0,0
179135427,0,0
580646464,4,1.0
91897874,3,0
23988576,0,0
348910430,0,1
50767705,1.5,0
237525227,0,0
173670320,0,0
465125667,0,0
375959159,0.5,0
412750026,0.5,1
200203017,1,0
457630956,1,1
470602221,1,2
25493984,0,0
595739778,0,0.5
43621687,1,1.5
582077891,0,0
757209662,0,0
27796499,1.5,0
169560199,0,0.5
256363826,0.5,0
169102082,0,0
212635348,0,0
66970372,0,0
198304069,0.5,2
575879237,1,0.5
20083651,0.5,1
55944122,0.5,0
389452625,1.0,0.5
15480988,0,1
468118457,0,0.5
506436492,1,1
194272570,1.5,0
263884037,0,0
35756258,1,0
190300987,0,1.5
374702520,0,0
109352697,2,2.0
387927638,2,0
228413987,0,0
462684782,0,0
199441882,1,2
66481627,0,1.5
195386953,0,0
92226862,0,0.5
90710088,0,2.5
272907245,1,0.5
135487928,1,0.5
303519851,0,0
93645710,0,0
189740032,1,0
296957514,0,1.0
168794672,0,0
855543997,1,0
287756905,0,0
868347206,0,0
189813479,0.5,0.5
155652233,0,0
103904233,0,1
68569840,0,0.5
83043256,0,0
539099727,2.0,0
248842770,0,0.5
87009596,1,0
201082337,2.5,1.5
337888352,0.5,0
55118681,0,0
219395699,0,0
29509033,1,1
787778580,4,1
424711087,1,1
303884515,0.5,1
18755891,0.5,1
85999034,0.5,0
105620881,2,0
25599348,0,0
237841797,0,1
149700751,0,1
20973145,0,0.5
97906447,0,1.5
419298017,0,0
404518187,1,0
369882232,0.5,1
16121963,0.5,1
438651343,1,1
393180439,0,0
74773069,1,0.5
177752152,0,0
469603246,0,0
274077025,1,1.5
835737248,0,0
226998898,1.5,0
565963556,0.5,0
132129393,0.5,0
29658469,0,0
161484002,1,0
25761279,0,1
255355097,0,0
365353106,0,1.5
472835057,0,0
53525985,0,0
201732694,0,0
102148113,1,0
25399841,0,1
400738053,0.5,2.0
26162063,0.5,0
318038268,0,2.5
183926364,0.5,1.5
14849365,1,0.5
710172402,0,0
109041471,0,0
877442455,0.5,0.5
57830348,1,0
440327940,1,0.5
370943837,0,0.5
251197432,0,0.5
219302026,2.5,0
66176669,0.5,0
904822220,1,1
860402743,1.5,0
548123340,1.5,0
36092993,0,1
718571642,0,0
292493092,1.0,0.5
95118493,0,1
306642253,0,0
191125886,0.5,0.5
426842538,0,2
170461738,0.5,0
31363993,1,0
44061544,0,1
111935991,0,0
94154862,0,0.5
494085640,0,0.5
185190159,0,0
434675222,0,0.5
414619422,0,0
601486410,1,0
237801246,1,1
304453994,0,0
488102106,1,0
105678451,0,0
326663721,0,0
58632325,0,1.0
574676263,0,0
49137442,1.5,1
325328793,0,0.5
168668911,2.0,0
364648901,0,0
334378439,1,0
589211512,0,0
264935812,0,0
310203059,1,0
538056135,1,0
336700488,0,0
90330560,0,0
72661072,0,0
276194903,0,0.5
261218385,0,0
185860787,0,0
597289728,0,0
298250890,0,0
489220476,1,0
23838825,0,0
43993525,2,0
142133813,0.5,0
557713445,0,0
320501827,0,1
263485819,2.5,1.0
46320930,1,0
171246631,0,2.5
333651366,0,0
259469527,0.5,1.5
41785987,0.5,0
418047755,1.5,0.5
155722112,0,0
58048340,0,0
823991053,1.5,0
248380031,2.0,0
911216102,0,1
559684661,0,0
77664339,0,0
155118531,0.5,1
16933882,1,0
277272903,0,0
134988376,0.5,1
81814095,4,0
241608245,1,0
604139873,0.5,0
355145120,0,0
629019064,0.5,0
63451249,0,0
83619901,0,0
55453741,0,0
296741451,0.5,0
40534656,0,0
234980250,0,0
240028072,3,0
234832462,0,1
19361679,0,0
374711481,0.5,0
578073150,1,0
239177457,0,0.5
448942869,0,0.5
341403663,0,0.5
429433392,0.5,1
764170224,0,0
63165455,0.5,1.0
172837811,0,0
157449710,0,0.5
262081651,0,1
381674465,0,0
310157927,0,0
562143672,2.0,0
243809316,0,0.5
436745920,1.5,0.5
188103248,0,0
58580486,0.5,0
34679252,0,1
31638022,2,0.5
497077397,0.5,1
80458354,1,0
97033649,1.5,0
88559427,0,0
43333520,0,1
245125996,2,1
334902627,0,0
349434183,0.5,0
180190197,0.5,0.5
306211765,1.0,1.5
31236002,0,0
52087040,0.5,0
63946608,0,0
361436626,0,0
38691926,1,1
19605839,0,0
29102163,1,0
169106625,0,0
319904903,0.5,0
130897520,1,0
339746464,0,0.5
169139878,0,0
437740929,0,0
56117318,0,0
216193630,1,0
484290188,0,0
297693948,0,0
56457831,0,0.5
215150171,0.5,0
900369702,1,0
456812898,0,0
374861186,2,1.5
250781699,0,2.5
61811631,0,0.5
442387029,0,1
161400622,0.5,0
54795701,1,1
171319813,0.5,0
100853350,0,0
83225922,0.5,1
532892697,0.5,0
352765275,0,1
18214229,0,0
126533708,1,0
170453161,2.0,0
52461655,0,0
77960469,1.5,0
238082839,3.0,0
482199955,0,0
296919995,0,2
125811772,0,1.5
591241575,1.5,1.0
113490650,0.5,0
43198858,0,1
49861505,0,0
565725370,1,0
101074334,0,1
281783627,0,1
223899398,1,0
593143078,0,0.5
132898035,0,0.5
295778088,1.0,0
222568923,0,1
43642204,3,0
314754416,0,1.5
313409571,0,0
377132859,2.0,0.5
411894609,2.5,0.5
93066605,0,0
331426477,1,0
212631949,0.5,0
78501932,0,0
173973906,0,1
303468796,1.0,0.5
426401974,0,0.5
523973546,1.0,0
40009279,0,0
738528440,0,0
485357345,1.5,0
783215479,0,0
231114649,2,0
806720598,0,0
312350246,0,0
482526556,0,0.5
67601805,0,0.5
119219361,1,0
430464836,0,0
213196453,0,0.5
20289081,1,0.5
14572477,0,0
56367543,0.5,1
213392536,3,0
282371758,1.5,0.5
99380608,0,0
32039170,1,0
58096606,0,0.5
450168405,0,0
357220243,1,0
823395313,0,0
44403238,0,0
194870471,0,0.5
287977022,0,1
357567148,0.5,1.0
83961761,0,0
893612690,0.5,0
347791713,0,0
24798909,0,1
61090009,0,1
39521297,0,0
38857828,0,1
22000509,0.5,1
281688428,3,1
232026825,0,1.5
185618618,0,0
309592245,0.5,0
341573721,0,0
166482355,0,0
156661657,0,0.5
905192335,0,0
107761545,0,1.0
456125275,2.5,0
757771442,0,0
378315210,0,0
839780646,0.5,0
374792726,0.5,0
779056958,0,0
565415740,1,1
720168150,0.5,0
47824877,2,0
123150639,1.5,0
51933517,2,0
913516753,0,0
167709941,0,0
430839625,0,1
