715302475,0
17242372,0
828301104,0
414439192,1
55475724,1
29304837,0
147869891,0
134988013,0
270188434,0
73631536,0
278137824,0
193469551,1
123138210,0
249320924,2
594023196,0
333216058,2
304250899,0
30425501,-1
232376395,0
405543895,0
272785623,2
380765497,2
280230854,1
19059809,-1
111666189,-1
184930007,0
403873757,0
530871673,0
159904867,1
15395631,-2
15486118,2
591266632,0
44087978,-1
441531846,0
264902450,0
162492172,2
369260029,1
70909521,0
61998666,2
230289814,0
29951860,-2
520945072,-2
101014684,1
62417515,0
256806620,0
79280117,0
161479186,1
522032801,0
308135765,2
44205483,1
20474878,0
204432926,1
20096243,1
807198307,1
11432532,0
18641182,0
228908563,0
351119865,-2
342075052,1
98698160,1
212457855,1
23096449,1
51199866,2
104141401,-1
47739778,0
576222964,-1
151698228,1
415926630,1
151504359,2
488003846,-1
28733969,-1
16038311,0
318697983,0
352499479,-1
15092616,1
865739299,-1
333141377,-2
18201754,1
824159214,0
523067815,2
251878123,0
61408528,1
85841896,1
48972177,0
211343635,0
35178163,0
59952577,-3
626915136,1
35927755,0
35275045,1
29400592,0
295025939,1
377060725,2
555411690,0
386334480,1
288893879,2
268235693,-1
17831767,-1
19750789,1
191608418,0
545210182,-1
125434609,2
278055468,1
417271044,0
389086484,0
539264231,1
34132746,0
181868074,2
13236772,0
377563693,0
151316101,3
333304225,0
19817095,1
19470166,1
162093803,-1
37188908,0
274678116,0
76782405,1
35891146,1
9234172,0
15727981,0
579741578,-1
50438953,-1
353806802,0
95840806,1
502177948,1
26007785,2
73524592,1
62342496,1
259060761,2
134867509,0
226661401,1
14451152,2
39185755,0
53300334,0
64889506,0
620590484,2
18709732,0
62938142,1
21812940,1
74651244,0
528286123,0
47060174,0
110210484,1
27226611,3
38412163,0
21355920,-1
162904928,0
44736315,0
557548188,-1
210721816,0
331411982,0
494459096,2
24060437,0
209287637,0
199344427,0
98893111,1
159113544,3
578222481,0
53308140,0
876576476,0
342152369,0
26176299,1
92859887,1
132371812,0
230752398,0
271948596,-3
559416098,0
586902543,0
244787214,-1
5435472,1
854794502,1
604674217,0
41524665,0
288690722,-1
28998607,-2
318958263,-1
542605095,0
25217843,1
25859905,-1
230555191,-1
462308789,0
57756665,1
158546744,0
179508440,0
21328725,0
65675862,0
22695598,-1
148181135,1
613902830,3
202119297,0
70525634,1
216085340,0
21650116,1
216269034,0
310159725,1
22644928,1
236901564,0
482858630,1
22502128,0
38781991,1
16246996,1
225928818,1
375423704,-1
17653175,1
344858178,2
94588413,0
276151090,0
560809033,0
45722835,0
22042036,-1
240966974,1
473804158,1
285847415,1
40165410,-2
277392430,0
737552011,-2
193767669,0
52439746,3
37009202,-1
321128818,0
502454418,-2
31197133,-2
371918166,0
82125212,1
135950754,-1
257193205,0
272805422,0
305042436,0
33797602,1
474588537,0
531612903,-2
21864986,1
185099961,-1
607080961,-1
116860927,-1
80938617,1
78842507,2
628912797,1
348159843,0
30607213,-3
164789982,3
190115208,0
104470154,-1
35143403,0
125250080,-1
16337738,-1
24614134,0
330681657,2
709958120,0
5499672,0
14397367,1
71413288,-1
72724061,0
24151402,-1
119992068,2
521487325,1
98772178,0
31203786,0
16210489,1
39340100,1
16156927,1
345065738,0
26242086,0
50497347,0
175281436,0
238056701,1
595294755,2
763168273,1
329748405,0
588746826,0
296996054,-1
69386136,-1
41056402,2
226021327,0
457564624,0
153628928,-1
717070320,0
149596996,0
91838700,0
74772938,-1
22085058,1
91641867,0
403512199,0
452593503,1
180065373,1
280597700,2
22670592,0
267382018,-1
123282767,0
104413181,-1
300666355,-1
227000609,0
47805740,0
574228833,0
234184515,1
573860023,-1
387173396,2
251766234,1
204817906,0
153576434,0
813444805,-1
27304045,0
18210214,0
129093350,0
86324793,0
312002931,1
25962591,0
67821479,1
428057027,1
261423288,1
408985438,0
868810016,0
614313348,0
711169386,3
139872038,2
323297690,-2
803769620,0
198706982,0
82330368,-1
283210673,1
16921272,1
514921404,1
49219375,0
21067566,1
832499923,2
247951021,0
173705809,2
455721191,0
32946138,0
366341363,4
199629590,0
19462466,-2
188091857,2
76129545,1
19354399,0
637172281,-1
63510915,-1
410115325,1
177271043,0
71621762,0
231455061,0
24631475,-4
23339644,0
310619138,0
19643086,3
265251610,0
305444622,0
325376539,2
250650368,1
70386438,1
61108556,0
574698222,-1
67071435,1
54025501,0
416444133,-1
127083166,0
96871753,-2
62169540,0
23746429,1
19092739,0
20059090,2
813666060,-3
703352004,0
17679727,0
19006955,1
40753509,-2
483741743,-1
19746973,0
54473030,1
171971405,1
399290541,0
421166724,0
403825796,-1
119173035,0
209682819,4
121517691,4
512403303,-1
270638272,-1
486477571,0
36210889,0
755346426,0
14849504,0
339989532,1
31219039,0
76118118,1
22730287,0
129710641,0
15421625,-2
476485701,0
344222239,0
231973801,-1
804531709,0
332474633,-1
232130100,1
31115170,0
37725043,3
185915280,0
45391958,-1
807637609,1
304206266,0
423000123,0
145418674,0
30715010,3
41680302,1
67440720,0
449174706,0
353369202,0
28960735,0
375296777,1
615453097,0
67319480,0
15659445,0
116079056,0
29619966,0
19683406,1
40380673,1
356790312,0
380448245,1
165005301,1
40475705,0
27736258,1
91965564,0
31366848,2
86817030,1
255775617,2
328760102,1
370920304,-1
230343934,2
24034126,0
238871120,0
243793727,0
26666548,-1
458885616,0
486162804,-1
380222295,0
54218903,1
69865859,1
489523276,-3
128929315,0
80301581,3
339121177,-1
343476079,0
74995139,0
10722592,0
141661291,0
239151880,2
43598498,0
18713882,1
68768255,1
70407676,3
501144709,0
317401345,-1
33586366,0
423660793,0
847726032,0
16794022,0
18655979,1
596224529,1
110323192,1
23610166,0
154554014,-1
53443641,2
20245695,1
371334533,-2
434665900,1
211743943,0
393748189,0
21515380,0
120487261,2
493093859,1
521025993,0
56793909,1
19343479,0
434722835,1
64454380,0
29854689,1
420726169,1
591624852,1
338000640,-1
512447452,0
446623531,2
603137605,0
572941567,0
61730218,0
29100520,1
755824698,0
346867096,1
347909550,1
19288213,1
17656895,-1
414465617,1
66953542,-1
239606606,0
274190714,1
178017379,1
569331478,1
68470715,0
220043173,3
424921875,0
76035417,1
52105412,2
38590821,1
248366770,0
166006850,0
278424638,-1
161372520,0
336684477,0
18855876,0
362119227,0
508769785,1
230991170,0
173023070,1
467855280,-2
61834693,0
14299629,1
538335950,3
19522886,-1
876652890,-3
299120423,0
178605271,0
76609489,-1
373098543,1
206932076,0
243798155,0
278292697,-2
224532610,-2
329695511,0
249671216,0
164134582,0
107244450,-1
356752859,-1
21911774,1
135550811,2
867322196,0
170914578,0
19888754,-1
16409993,0
255577029,3
27777925,1
22667866,1
14497863,-1
159534029,1
167170782,-2
570404627,0
494442164,0
221497747,0
46463693,1
455994439,0
21978301,-1
431679696,0
176973514,2
91995755,0
221573954,0
193410675,0
184882479,0
20024623,1
108815312,0
67628449,0
393516472,0
233458475,0
35317773,0
176519618,0
191241076,0
29837499,-1
41699399,0
41476062,0
192047099,0
20192390,0
577410808,-1
190625491,0
237079358,1
15098182,0
21310583,2
471475880,-2
408055868,-1
138176188,0
39481305,1
272170275,0
72874233,2
89386718,3
16818520,2
104850722,-1
358238162,0
541528202,1
65851153,0
19565080,0
491149965,-2
183027479,0
344236266,-1
293329679,2
313039347,0
35304507,0
206061060,1
615699376,1
404848689,-1
34613288,0
177039813,0
188283659,0
21613357,1
39637784,1
319365076,0
248436575,-1
370131557,1
243290690,0
193180035,0
63959333,0
340174467,2
16916254,2
131744324,0
402214159,0
15408899,1
109775601,0
322293210,-3
452701992,1
58830533,0
303242952,2
225442207,-1
243903348,-1
37614829,0
339055436,0
329137987,-1
83212090,0
186289333,-1
17064244,1
41979267,-1
264905757,0
76165584,0
21783341,0
83752769,0
75791703,0
323487086,1
616133673,-1
24480432,0
241116563,0
410981914,0
23629825,0
117067900,2
43850462,0
48757042,0
605480677,0
21597622,2
420139744,0
189462078,0
357608532,2
276217600,1
53002531,1
205150156,-1
18007113,1
15191366,-2
290888023,1
466440496,3
79893160,1
514811952,1
87417707,-1
36929339,0
28896087,0
14675745,0
50960380,0
28983293,0
169968934,2
211726260,0
548550810,0
65534260,0
390547648,-1
366166450,0
66200030,2
21718577,1
403652254,0
36105212,0
586222653,0
388333847,2
16725975,1
521532492,2
345375572,0
69938125,-1
16480597,0
171618851,0
17786911,-2
301500713,1
116235612,0
27551879,-1
186473293,3
70900407,1
24144230,0
55650291,2
226681200,1
221401721,2
195126962,0
349857864,3
44060922,0
54243066,-1
245130021,-1
205888620,1
218318599,0
498214188,0
153617192,0
21983925,0
313426051,0
597700222,0
384264141,0
166795432,1
142250291,0
89051322,0
603082493,1
159297378,1
15684517,-2
431312910,2
24076474,0
24604844,0
444352908,1
20864410,-1
851443645,3
404186292,0
289689538,2
117503376,0
62407096,0
31602130,0
203815329,0
14888637,0
862520299,2
219204111,0
255607636,1
272950698,1
595252101,0
320387726,1
552590599,0
225988631,0
22204289,3
395151341,0
22399448,-1
43577828,1
222054912,1
19394820,0
250398275,1
51264823,0
262278134,1
261761654,1
146704776,1
92151769,-1
342501741,0
562192993,1
386815711,1
129954940,1
112666002,0
190686764,0
108885736,0
391763857,0
625196397,1
91571309,0
318531066,0
623514600,2
36042554,0
192099489,2
184258682,1
140503543,1
455298809,1
39394735,0
23824321,1
264819456,-1
173099395,1
182034954,-1
323360794,0
24670390,0
149967005,0
229497776,0
33791279,0
53978430,-1
265712255,0
80718764,-3
442371950,0
40743645,0
246107425,-1
84462502,-1
541329827,0
518003595,0
92786831,0
218615098,0
15770269,-3
181409444,-2
80729071,0
808260667,0
347311370,-1
23640474,-1
14168427,-1
183024605,2
68659417,1
16426656,0
24325147,2
103433486,0
331286871,0
84556993,0
156899632,0
15794878,0
202833471,0
67846300,0
79898466,0
278721080,1
141250621,-1
474544484,1
272242171,0
63848812,2
614281729,1
192794822,1
192978061,0
32750427,-1
143622649,1
25388551,0
81823101,1
26891142,-1
71777780,-2
436118252,0
561445486,0
123705836,1
746111466,0
294173806,1
256331674,0
190178925,-2
308882349,0
213263464,0
760682095,0
76281051,3
16394755,0
101319101,-1
25806068,0
22513829,0
385328396,2
311840601,0
207216076,1
39592416,2
309325348,0
532382874,2
591042450,-2
61711701,1
34191996,0
96603449,0
596992511,0
237367920,0
228261282,1
204793455,-1
611119672,0
180660267,-1
378916374,0
553159090,5
27121235,1
287957501,-1
94839019,0
531945177,0
36071917,0
297031999,0
46104109,0
275638584,0
27521037,0
429051439,0
31135251,1
93560217,0
161622862,0
268248070,0
105523412,0
78519694,-1
318330178,0
326082785,0
290217856,1
82629804,0
89065934,-2
262738788,0
558069457,1
15845518,1
575835220,0
123005267,-1
9235982,-1
539651158,0
126530399,2
308287551,0
43343798,1
231860595,0
19816683,-1
16902662,0
16898959,2
612415338,-1
63011081,0
328406944,0
44814408,1
74180244,0
263188050,-2
297337181,0
20429020,-1
74584169,1
315555817,3
398677358,0
325106566,-2
244304091,0
449609540,0
457174791,1
50138608,0
126556115,3
35206251,0
167934484,0
254223047,2
457932779,0
3332001,1
916597014,0
919759298,0
65887235,0
454122367,-2
214895586,-1
102141523,0
248258878,0
555347695,0
398282019,0
77763216,-1
135360227,-3
35173792,0
17015168,1
501946653,0
292869800,0
480055059,0
416040284,-1
50503943,0
73497890,1
53797301,1
284518789,0
10702922,0
36131421,0
49053573,2
558942842,0
158210406,0
60866631,2
826299170,0
52342916,1
888371646,1
32167942,1
509502077,0
636149049,2
20265600,0
137771059,1
760350319,0
241147670,2
367189685,-3
119699683,0
435264033,1
216655594,1
5522462,0
150507531,2
42719636,-2
46254245,1
631225392,0
246437130,0
103226761,1
86535437,0
24651255,-2
202447380,0
373699209,1
28707033,0
354523991,0
34626959,-1
26651170,0
33157614,-1
9571152,1
61123149,-1
65528374,0
19372014,3
127448097,0
565091667,0
9661612,0
426437304,0
21513468,0
482261729,0
458018376,2
107179693,1
253365698,0
123643754,0
165578840,1
163993241,0
323839505,-1
55555347,1
333906347,-2
388974334,0
342549290,-2
56680780,1
487463742,1
17883651,1
354462072,-2
426934755,-1
247137949,1
76330124,0
542969778,0
434476354,1
247483143,0
28854460,1
41946803,1
373577704,1
310287143,-1
372972894,2
445019219,0
260058951,0
363797656,1
482402639,1
148663050,2
223400703,-1
165256525,1
61266334,1
20050520,0
350747215,0
98144454,-1
242081289,0
135513769,2
27047938,-1
134438152,0
79074331,2
301139909,2
27707996,0
368343456,2
28294628,-1
776598721,1
300784001,1
227532899,-1
422814730,0
41096468,0
48899364,-2
47393170,1
562796703,1
348219173,1
788108426,0
240012771,0
240730340,1
36303056,0
276185778,1
249856697,-1
67906150,1
30021400,0
510441175,1
5044491,1
107523832,0
714010975,0
494328165,1
230927262,-2
48951962,0
62633528,-1
24920417,0
63932600,0
68604529,0
194449648,1
165742712,1
872346330,2
225860930,2
472511677,1
399648679,0
123036768,0
239636387,0
103294432,0
18589257,0
495811750,0
335630017,0
385914042,2
456311741,1
153167347,0
61560669,1
209356021,-2
19683038,1
40548465,-1
326123417,0
371801841,3
282675787,-3
211687815,1
159217769,0
855105456,2
623271799,0
217509778,-1
297382357,-1
391836848,3
256686452,0
530893507,2
118215763,0
93874882,2
101465967,1
209995842,0
92648159,1
108621190,0
112925754,0
257135501,0
331180650,0
73547086,0
268947428,-1
66972062,1
179622770,0
64870109,1
25628710,-1
46464215,0
18912831,1
25180583,0
272414270,1
268071697,-1
207584849,-2
168596247,1
118180313,0
423702823,0
77637181,-1
367127993,-1
35521107,0
231663617,-1
344185224,0
276044235,0
861598856,0
354203155,0
68432602,2
335741557,-1
31123777,1
43728635,1
105117553,-4
127839614,0
194323023,1
263529559,0
317520479,0
18462843,-2
26137209,0
60284385,-1
427951019,-1
624859780,1
267111688,1
122407565,0
158164964,0
37885651,0
142607862,1
50601952,1
12243452,0
31535122,0
210837317,1
202485179,0
22371962,-1
200261099,1
575995371,-1
199690203,-1
225170631,2
471515880,1
866782710,0
17591828,1
38848185,0
320149524,0
120468515,0
512056278,-1
43637874,-1
32995919,1
392581373,2
375182303,-1
19219883,1
543957976,0
14414619,0
158200128,-2
619152473,0
874370149,1
403095137,1
158775729,1
16267008,-1
41678063,0
207958263,0
439974394,0
169763364,0
427621336,0
274131441,0
30928482,0
17432059,0
75287394,0
345965642,0
37783817,0
33891870,-1
27597037,-1
106935473,0
21271453,1
236964874,-1
263983114,-1
18897331,2
43540053,3
242826853,-2
19925121,0
98874193,1
591460030,0
175249986,0
233371379,-1
332210079,0
162232839,0
239035496,0
27935227,2
237108854,0
861388620,1
59939938,-1
18770239,2
739174783,0
28168092,0
14824156,0
747833,0
334857939,0
557447346,0
37302488,1
368788130,0
58720562,0
21871219,-2
231776924,1
62265830,0
367155425,-1
131211998,1
665713,0
31501713,1
12958582,0
14746895,2
319222499,1
42902297,1
52529649,2
381303275,-1
431196292,0
29242316,1
18587930,0
823958628,0
139998477,-1
346281532,0
167482641,1
16397103,1
352340052,1
388446833,0
44647404,-1
515773667,1
53020330,2
338873990,0
65680195,-1
75856850,2
537876247,0
416363294,1
210927606,0
22813359,0
283015751,0
552397191,0
104519115,1
26639468,0
10644,-1
49917290,-1
34853997,1
49048898,-2
185428677,2
183011479,-2
133970936,1
239385479,0
98940331,1
54494174,1
900232124,0
884221279,0
15764509,1
141284401,-1
163919736,2
708430520,1
18606969,2
50213088,1
553888069,1
102791195,0
20701758,3
601837360,-1
302930972,-1
167047029,0
619002667,0
632423913,0
374229815,-5
220484183,2
21272096,0
178125492,1
39910049,1
208291414,0
155987115,0
346585624,-1
45270993,1
300006894,-1
135560807,1
170948028,1
217691176,0
325982824,0
555427306,-1
7318242,1
310888439,0
31037343,2
22381777,1
728674076,1
23725610,2
7761522,-2
62981269,1
287837144,2
191590676,0
630916192,0
36640651,1
309065406,0
347249167,0
87962896,0
192614254,-1
113160243,0
30468098,-1
155507264,0
217777996,-1
196356981,0
800315304,1
207235269,0
152194744,0
358349109,2
23844700,0
182711240,-1
125656403,1
19262942,-1
700695361,1
27420655,-1
49277101,0
89382923,2
603625724,2
20440352,0
94440947,0
265095931,0
27340005,0
18771008,0
22730365,1
341340085,-1
452667901,-1
203603397,1
70706772,1
69207168,0
15081539,0
26516772,-1
123436472,0
538949942,0
300097931,0
36321944,2
355627154,0
294909271,0
410852651,1
417258041,1
369071318,1
57934776,1
333019533,-1
17865459,0
91852905,0
332530284,0
197601271,-1
478075690,-2
17091853,1
408063716,1
10932622,1
6627092,1
18013192,1
33663855,2
376384151,-1
13651192,1
236702003,0
146463209,1
38450042,1
228635019,0
231775646,-1
73920503,2
51319611,0
594545988,-1
63110938,1
276571029,2
36152358,0
617180363,2
177028557,0
472333245,2
28427719,-1
95462279,-1
512084882,0
210070752,0
62513425,0
901104428,0
394181065,2
538018678,0
883377758,0
23939440,0
550739181,3
125343893,-2
407950028,1
591859634,0
61274291,0
150955901,3
41868268,1
32399954,-1
265238549,2
56182409,1
15471917,1
398069326,0
24674073,-1
14927129,-1
475149628,1
10507832,-1
64301071,0
93522700,0
757089673,1
106972608,2
34725927,1
23844130,1
351424133,0
120546193,0
797057,-1
184451525,2
18803404,0
73218957,2
594630802,1
42755468,1
15419424,0
255941595,1
165688297,1
716595769,-1
20747392,0
368261705,0
46913876,0
65289738,-2
224632023,1
66880063,-2
188588411,2
368108768,1
